PQID,CMT,UNM,CAT,Year,Month,Day
50990,1,Birger J. Nordølum,O,2013,6,21
110471,1,Birger J. Nordølum,M,2013,6,21
50889,4,Jack Nagel,O,2013,6,22
50839,1,Adam Vandenberg,O,2013,6,23
50842,2,Adam Vandenberg,O,2013,6,23
50852,1,Adam Vandenberg,O,2013,6,23
77609,5,Adam Vandenberg,O,2013,6,23
77677,4,Adam Vandenberg,O,2013,6,23
110344,182,Adam Vandenberg,M,2013,6,24
50670,1,Adam Vandenberg,O,2013,6,25
50609,1,Jack Nagel,O,2013,6,26
77587,1,Peter Aronoff,O,2013,6,26
110751,2,Peter Aronoff,M,2013,6,26
50524,6,Adam Vandenberg,O,2013,6,27
110127,25,Misty De Meo,M,2013,6,27
50472,3,Peter Aronoff,O,2013,6,28
50476,3,Jack Nagel,O,2013,6,28
50268,2,Adam Vandenberg,O,2013,6,30
50377,1,Xiyue Deng,O,2013,6,30
50394,1,Xiyue Deng,O,2013,6,30
77575,1,Xiyue Deng,O,2013,6,30
112505,1,Xiyue Deng,M,2013,6,30
110687,1,Jack Nagel,M,2013,7,1
50347,1,Brett Koonce,O,2013,7,1
50349,1,Justin Clift,O,2013,7,1
50358,1,Xiyue Deng,O,2013,7,1
110081,6,Mike McQuaid,M,2013,7,1
50266,1,Adam Vandenberg,O,2013,7,3
50271,1,Jack Nagel,O,2013,7,3
50518,1,Jack Nagel,O,2013,7,3
50222,1,Xiyue Deng,O,2013,7,4
50159,1,Xiyue Deng,O,2013,7,6
50160,1,Xiyue Deng,O,2013,7,6
77546,6,Adam Vandenberg,O,2013,7,8
50006,1,Misty De Meo,O,2013,7,9
50015,1,Misty De Meo,O,2013,7,9
50019,1,Brett Koonce,O,2013,7,9
50036,1,Jack Nagel,O,2013,7,9
49997,1,Adam Vandenberg,O,2013,7,10
49887,1,Jack Nagel,O,2013,7,11
49895,1,Brett Koonce,O,2013,7,11
49827,1,Xiyue Deng,O,2013,7,12
49849,9,Brett Koonce,O,2013,7,12
49853,4,Brett Koonce,O,2013,7,12
49862,4,Brett Koonce,O,2013,7,12
49798,2,Jack Nagel,O,2013,7,13
49811,12,Brett Koonce,O,2013,7,13
50107,1,Jack Nagel,O,2013,7,13
49759,1,Xiyue Deng,O,2013,7,14
53289,143,Mike McQuaid,O,2013,7,14
49661,1,Brett Koonce,O,2013,7,15
49664,1,Brett Koonce,O,2013,7,15
49667,1,Brett Koonce,O,2013,7,15
49675,1,Brett Koonce,O,2013,7,15
49679,1,Brett Koonce,O,2013,7,15
49680,7,Brett Koonce,O,2013,7,15
49689,5,Brett Koonce,O,2013,7,15
49699,4,Mike McQuaid,O,2013,7,15
49736,1,Adam Vandenberg,O,2013,7,15
49739,1,Adam Vandenberg,O,2013,7,15
77513,1,Camillo Lugaresi,O,2013,7,15
49568,1,Brett Koonce,O,2013,7,16
49572,1,Brett Koonce,O,2013,7,16
49575,1,Brett Koonce,O,2013,7,16
49576,1,Brett Koonce,O,2013,7,16
49577,1,Brett Koonce,O,2013,7,16
49602,1,Adam Vandenberg,O,2013,7,16
49631,13,Brett Koonce,O,2013,7,16
49492,66,Mike McQuaid,O,2013,7,17
49537,2,Mike McQuaid,O,2013,7,17
49542,3,Brett Koonce,O,2013,7,17
49552,4,Brett Koonce,O,2013,7,17
49714,89,Mike McQuaid,O,2013,7,17
110345,2,Adam Vandenberg,M,2013,7,17
111272,7,Brett Koonce,M,2013,7,17
49529,2,Xiyue Deng,O,2013,7,18
49289,1,Jack Nagel,O,2013,7,19
49294,1,Xiyue Deng,O,2013,7,19
49305,9,Adam Vandenberg,O,2013,7,19
49245,1,Alexis Hildebrandt,O,2013,7,20
49247,1,Alexis Hildebrandt,O,2013,7,20
49255,152,Alexis Hildebrandt,O,2013,7,20
49343,134,Alexis Hildebrandt,O,2013,7,20
49196,1,Samuel John,O,2013,7,22
49207,1,Brett Koonce,O,2013,7,22
49213,1,Brett Koonce,O,2013,7,22
111346,2,Samuel John,M,2013,7,22
49173,1,Adam Vandenberg,O,2013,7,23
47713,1,Xiyue Deng,O,2013,7,25
48997,1,Stefan,O,2013,7,27
49001,3,Mike McQuaid,O,2013,7,27
110128,5,Misty De Meo,M,2013,7,27
48950,1,Stefan,O,2013,7,28
48951,1,Stefan,O,2013,7,28
48953,1,Stefan,O,2013,7,28
48954,1,Stefan,O,2013,7,28
48957,1,Stefan,O,2013,7,28
48964,1,Stefan,O,2013,7,28
48965,1,Stefan,O,2013,7,28
48968,1,Stefan,O,2013,7,28
48969,1,Stefan,O,2013,7,28
48972,1,Stefan,O,2013,7,28
47709,1,Stefan,O,2013,7,29
48895,1,Xiyue Deng,O,2013,7,29
48924,1,Stefan,O,2013,7,29
48932,1,Stefan,O,2013,7,29
48872,1,Adam Vandenberg,O,2013,7,30
48893,1,Justin Clift,O,2013,7,30
48852,1,Jack Nagel,O,2013,7,31
48788,1,Adam Vandenberg,O,2013,8,1
48749,1,Adam Vandenberg,O,2013,8,2
48701,1,Brett Koonce,O,2013,8,3
48705,1,Camillo Lugaresi,O,2013,8,3
111896,5,Camillo Lugaresi,M,2013,8,3
48640,1,Camillo Lugaresi,O,2013,8,4
48675,1,Adam Vandenberg,O,2013,8,4
48684,1,Camillo Lugaresi,O,2013,8,4
48605,1,Adam Vandenberg,O,2013,8,6
48638,9,Jack Nagel,O,2013,8,6
48526,1,Samuel John,O,2013,8,8
48537,3,Brett Koonce,O,2013,8,8
48561,1,Samuel John,O,2013,8,8
48562,1,Samuel John,O,2013,8,8
48507,1,Jack Nagel,O,2013,8,9
48508,1,Jack Nagel,O,2013,8,9
48475,1,Alexis Hildebrandt,O,2013,8,10
48477,1,Alexis Hildebrandt,O,2013,8,10
48480,1,Peter Aronoff,O,2013,8,10
48483,5,Brett Koonce,O,2013,8,10
48493,1,Brett Koonce,O,2013,8,10
109967,2,Alexis Hildebrandt,M,2013,8,10
110752,1,Peter Aronoff,M,2013,8,10
47677,4,Camillo Lugaresi,O,2013,8,11
48419,1,Adam Vandenberg,O,2013,8,12
48386,1,Brett Koonce,O,2013,8,13
48392,1,Xiyue Deng,O,2013,8,13
48714,10,Misty De Meo,O,2013,8,14
48349,1,Brett Koonce,O,2013,8,15
110858,1,Max Howell,M,2013,8,15
48290,1,Xiyue Deng,O,2013,8,16
48305,16,Brett Koonce,O,2013,8,16
48313,1,Brett Koonce,O,2013,8,16
48315,1,Brett Koonce,O,2013,8,16
48202,1,Brett Koonce,O,2013,8,17
48204,1,Brett Koonce,O,2013,8,17
48218,7,Adam Vandenberg,O,2013,8,17
48222,1,Xiyue Deng,O,2013,8,17
48225,1,Brett Koonce,O,2013,8,17
48228,18,Brett Koonce,O,2013,8,17
48239,1,Brett Koonce,O,2013,8,17
48240,1,Brett Koonce,O,2013,8,17
48248,16,Brett Koonce,O,2013,8,17
48252,1,Brett Koonce,O,2013,8,17
48263,37,Mike McQuaid,O,2013,8,17
112506,4,Xiyue Deng,M,2013,8,17
48142,1,Samuel John,O,2013,8,19
48166,5,Jack Nagel,O,2013,8,19
48319,18,Jack Nagel,O,2013,8,19
110346,97,Adam Vandenberg,M,2013,8,20
77385,1,Xiyue Deng,O,2013,8,23
77363,2,Brett Koonce,O,2013,8,25
77364,2,Misty De Meo,O,2013,8,25
77346,1,Samuel John,O,2013,8,26
77359,1,Samuel John,O,2013,8,26
77333,1,Adam Vandenberg,O,2013,8,27
77337,6,Misty De Meo,O,2013,8,27
77339,1,Samuel John,O,2013,8,27
111347,55,Samuel John,M,2013,8,27
77320,1,Xiyue Deng,O,2013,8,28
77321,1,Xiyue Deng,O,2013,8,28
47610,2,Jack Nagel,O,2013,8,29
77303,3,Misty De Meo,O,2013,8,29
77309,3,Jack Nagel,O,2013,8,29
77312,1,Brett Koonce,O,2013,8,29
110082,21,Mike McQuaid,M,2013,8,29
111273,73,Brett Koonce,M,2013,8,29
47606,1,Misty De Meo,O,2013,8,30
77290,3,Jack Nagel,O,2013,8,30
110129,38,Misty De Meo,M,2013,8,30
77281,1,Xiyue Deng,O,2013,8,31
77282,1,Xiyue Deng,O,2013,8,31
110688,133,Jack Nagel,M,2013,8,31
78308,1,Mike McQuaid,O,2013,9,1
77269,2,Mike McQuaid,O,2013,9,2
77275,1,Justin Clift,O,2013,9,2
77285,1,Mike McQuaid,O,2013,9,2
111939,1,Justin Clift,M,2013,9,2
111348,9,Samuel John,M,2013,9,5
110859,6,Max Howell,M,2013,9,5
77230,1,Xiyue Deng,O,2013,9,5
77240,1,Mike McQuaid,O,2013,9,5
77241,1,Mike McQuaid,O,2013,9,5
77220,1,Brett Koonce,O,2013,9,6
77222,2,Peter Aronoff,O,2013,9,6
110753,2,Peter Aronoff,M,2013,9,6
77197,1,Xiyue Deng,O,2013,9,7
77216,1,Jack Nagel,O,2013,9,7
77178,1,Xiyue Deng,O,2013,9,8
48055,1,Brett Koonce,O,2013,9,9
48059,4,Brett Koonce,O,2013,9,9
47552,2,Misty De Meo,O,2013,9,10
47918,2,Alexis Hildebrandt,O,2013,9,10
48018,1,Mx A. Matienzo,O,2013,9,10
48019,1,Mx A. Matienzo,O,2013,9,10
48022,1,Jack Nagel,O,2013,9,10
48023,1,Alexis Hildebrandt,O,2013,9,10
48027,1,Mike McQuaid,O,2013,9,10
48032,1,Mike McQuaid,O,2013,9,10
48049,1,Xiyue Deng,O,2013,9,10
109968,1,Alexis Hildebrandt,M,2013,9,10
111875,2,Mx A. Matienzo,M,2013,9,10
112507,12,Xiyue Deng,M,2013,9,11
47992,1,Xiyue Deng,O,2013,9,11
47811,5,Jack Nagel,O,2013,9,12
47956,1,Xiyue Deng,O,2013,9,12
79837,2,Xiyue Deng,O,2013,9,12
110083,108,Mike McQuaid,M,2013,9,14
47495,4,Adam Vandenberg,O,2013,9,15
47881,17,Brett Koonce,O,2013,9,15
47889,1,Adam Vandenberg,O,2013,9,15
47893,1,Brett Koonce,O,2013,9,15
47895,1,Brett Koonce,O,2013,9,15
47897,3,Brett Koonce,O,2013,9,15
47913,1,Xiyue Deng,O,2013,9,15
110347,48,Adam Vandenberg,M,2013,9,15
47507,35,Jack Nagel,O,2013,9,16
47855,1,Jack Nagel,O,2013,9,16
47857,1,Brett Koonce,O,2013,9,16
47860,13,Brett Koonce,O,2013,9,16
47872,1,Lin Jen-Shin (godfat),O,2013,9,16
110130,24,Misty De Meo,M,2013,9,16
110689,234,Jack Nagel,M,2013,9,16
111274,63,Brett Koonce,M,2013,9,16
110553,1,Lin Jen-Shin (godfat),M,2013,9,16
75641,2,Adam Vandenberg,O,2013,9,17
76604,1,Justin Clift,O,2013,9,17
76612,1,Brett Koonce,O,2013,9,17
76615,14,Brett Koonce,O,2013,9,17
76616,1,Brett Koonce,O,2013,9,17
79857,3,Jack Nagel,O,2013,9,18
79852,1,Brett Koonce,O,2013,9,19
79960,11,Jack Nagel,O,2013,9,20
80030,1,Brett Koonce,O,2013,9,20
80032,1,Peter Aronoff,O,2013,9,20
80013,1,Brett Koonce,O,2013,9,21
80014,1,Brett Koonce,O,2013,9,21
80019,3,Mike McQuaid,O,2013,9,21
80004,1,Jack Nagel,O,2013,9,22
79967,10,Jack Nagel,O,2013,9,23
79993,1,Adam Vandenberg,O,2013,9,23
79961,6,Mike McQuaid,O,2013,9,24
80064,1,Xiyue Deng,O,2013,9,25
80068,1,Jack Nagel,O,2013,9,25
80074,4,Brett Koonce,O,2013,9,25
80076,1,Mx A. Matienzo,O,2013,9,25
80077,8,Jack Nagel,O,2013,9,25
111975,1,Lars Eggert,M,2013,9,26
82739,1,Brett Koonce,O,2013,9,27
82740,1,Adam Vandenberg,O,2013,9,27
82741,1,Adam Vandenberg,O,2013,9,27
82742,1,Brett Koonce,O,2013,9,27
82743,1,Brett Koonce,O,2013,9,27
82744,1,Brett Koonce,O,2013,9,27
82749,2,Mike McQuaid,O,2013,9,27
82753,2,Jack Nagel,O,2013,9,27
82675,2,Misty De Meo,O,2013,9,28
82735,1,Brett Koonce,O,2013,9,28
82728,1,Adam Vandenberg,O,2013,9,29
82712,1,Xiyue Deng,O,2013,9,30
82714,1,Brett Koonce,O,2013,9,30
82718,1,Jack Nagel,O,2013,9,30
82721,1,Jack Nagel,O,2013,9,30
82722,1,Brett Koonce,O,2013,9,30
81413,3,Mike McQuaid,O,2013,10,1
82703,1,Camillo Lugaresi,O,2013,10,1
110131,2,Misty De Meo,M,2013,10,1
82689,1,Xiyue Deng,O,2013,10,2
112508,1,Xiyue Deng,M,2013,10,2
110690,3,Jack Nagel,M,2013,10,4
110084,5,Mike McQuaid,M,2013,10,4
110348,1,Adam Vandenberg,M,2013,10,4
